,Consumption saving insulation (TWh/year),Consumption saving heater (TWh/year)
2019,0.7728751940594104,0.0500339138701303
2020,0.760205204229324,0.05372811394951558
2021,0.7491924467483452,0.05534983392991877
2022,0.7369767168877347,0.05716075445701122
2023,0.7248697120137654,0.05904652181563449
2024,0.7129340169711901,0.06107989437524986
2025,0.6902955868174134,2.282025083123073
2026,0.6723604847938079,2.294970128035903
2027,0.6548989032975515,2.3082416455803156
2028,0.6386068348308453,2.3218433075982685
2029,0.6221002094484649,2.347908586937411
2030,0.6102966547145283,2.360600621091651
2031,0.5951607659225497,2.3876666825884514
2032,0.5794392147898748,2.414964887687351
2033,0.5640803613826387,2.442470836035572
2034,0.5489965710235143,2.4701520861735693
2035,0.544028819969652,2.3501363084603812
2036,0.5284224830302333,2.3792560393825046
2037,0.5131945493231789,2.4070796923772613
2038,0.5032950953879729,1.9619810528054384
2039,0.4905748320892916,2.1450440954991516
2040,0.49241239874182097,1.9660938489916095
2041,0.4786937016559613,1.976090817824759
2042,0.47059313663901126,1.9844865451931557
2043,0.4579324952030325,1.9913768002623748
2044,0.4457951291144544,1.9967590458275162
2045,0.4470487404334959,-0.1474503800508238
2046,0.4383941103640623,-0.1365656658832524
2047,0.4299850188658545,-0.12622420496895922
2048,0.4218214585621815,-0.11641044337696302
2049,0.4138801097765338,-0.10695878158723736
